NumNacional,Nombre,NombreJapo,Evoluciona,Generación,Categoría,Tipos,Habilidad,Hab.Oculta,Peso,Altura,GrupoHuevo,Sexo,Color,PS_Max,At_Max,Def_Max,AtEsp_Max,DefEsp_Max,Vel_Max,PE_PS,PE_At,PE_Def,PE_AtEsp,PE_DefEsp,PE_Vel
398,Staraptor,ムクホーク (Mukuhawk),0,Cuarta,Depredador,normal|volador,Intimidación,Audaz,"24,9","1,2",Volador,50%|50%,Marrón,374,372,262,218,218,328,0,3,0,0,0,0
399,Bidoof,ビッパ (Bippa),1,Cuarta,Gran ratón,normal,Simple|Ignorante,Veleta,20,"0,5",Agua 1|Campo,50%|50%,Marrón,322,207,196,185,196,177,1,0,0,0,0,0
400,Bibarel,ビーダル (Beadull),0,Cuarta,Castor,normal|agua,Simple|Ignorante,Veleta,"31,5",1,Agua 1|Campo,50%|50%,Marrón,362,295,240,229,240,265,0,2,0,0,0,0
401,Kricketot,コロボーシ (Korobohshi),1,Cuarta,Grillo,bicho,Mudar,Fuga,"2,2","0,3",Bicho,50%|50%,Rojo,278,163,199,163,199,163,0,0,1,0,0,0
402,Kricketune,コロトック (Korotok),0,Cuarta,Grillo,bicho,Enjambre,Experto,"25,5",1,Bicho,50%|50%,Rojo,358,295,221,229,221,251,0,2,0,0,0,0
403,Shinx,コリンク (Kolink),1,Cuarta,Flash,eléctrico,Rivalidad|Intimidación,Agallas,"9,5","0,5",Campo,50%|50%,Azul,294,251,183,196,183,207,0,1,0,0,0,0
404,Luxio,ルクシオ (Luxio),1,Cuarta,Chispa,eléctrico,Rivalidad|Intimidación,Agallas,"30,5","0,9",Campo,50%|50%,Azul,324,295,216,240,216,240,0,2,0,0,0,0
405,Luxray,レントラー (Rentorar),0,Cuarta,Chispa ojos,eléctrico,Rivalidad|Intimidación,Agallas,42,"1,4",Campo,50%|50%,Azul,364,372,282,317,282,262,0,3,0,0,0,0
406,Budew,スボミー (Subomie),1,Cuarta,Brote,planta|veneno,Cura natural|Punto tóxico,Defensa hoja,"1,2","0,2",Desconocido,50%|50%,Verde,284,174,185,218,262,229,0,0,0,1,0,0
407,Roserade,ロズレイド (Roserade),0,Cuarta,Ramillete,planta|veneno,Cura natural|Punto tóxico,Experto,"14,5","0,9",Hada|Planta,50%|50%,Verde,324,262,251,383,339,306,0,0,0,3,0,0
408,Cranidos,ズガイドス (Zugaidos),1,Cuarta,Cabezazo,roca,Rompemoldes,Potencia bruta,"31,5","0,9",Monstruo,"87,5%|12,5%",Azul,338,383,196,174,174,236,0,1,0,0,0,0
409,Rampardos,ラムパルド (Rampald),0,Cuarta,Cabezazo,roca,Rompemoldes,Potencia bruta,"102,5","1,6",Monstruo,"87,5%|12,5%",Azul,398,471,240,251,218,236,0,2,0,0,0,0
410,Shieldon,タテトプス (Tatetops),1,Cuarta,Escudo,roca|acero,Robustez,Insonorizar,57,"0,5",Monstruo,"87,5%|12,5%",Gris,264,201,368,201,302,174,0,0,1,0,0,0
411,Bastiodon,トリデプス (Trideps),1,Cuarta,Escudo,roca|acero,Robustez,Insonorizar,"149,5","1,3",Monstruo,"87,5%|12,5%",Gris,324,223,478,212,412,174,0,0,2,0,0,0
412,Burmy,ミノムッチ (Minomutchi),1,Cuarta,Larva,bicho,Mudar,Funda,"3,4","0,2",Bicho,50%|50%,VerdeTP1|MarrónTA1|RojoTB1,284,172,207,172,207,188,0,0,0,0,1,0
413,Wormadam,ミノマダム (Minomadam),1,Cuarta,Larva,bicho|planta|bicho|tierra|bicho|acero,Anticipación,Funda,"6,5","0,5",Bicho,0%|100%,VerdeTP1|MarrónTA1|RojoTB1,324,238,295,282,339,188,0,0,0,0,2,0
414,Mothim,ガーメイル (Gamale),1,Cuarta,Polilla,bicho|volador,Enjambre,Cromolente,"23,3","0,9",Bicho,100%|0%,Amarillo,344,315,218,315,218,254,0,1,0,1,0,0
415,Combee,ミツハニー (Mitsuhoney),1,Cuarta,Abejita,bicho|volador,Recogemiel,Entusiasmo,"5,5","0,3",Bicho,"87,5%|12,5%",Amarillo,264,174,201,174,201,262,0,0,0,0,0,1
416,Vespiquen,ビークイン (Beequen),0,Cuarta,Colmena,bicho|volador,Presión,Nerviosismo,"38,5","1,2",Bicho,0%|100%,Amarillo,344,284,333,284,333,196,0,0,1,0,1,0
417,Pachirisu,パチリス (Pachirisu),1,Cuarta,Ardillalec,eléctrico,Fuga|Recogida,Absorbe electricidad,"3,9","0,4",Campo|Hada,50%|50%,Blanco,324,207,262,207,306,317,0,0,0,0,0,1
418,Buizel,ブイゼル (Buoysel),1,Cuarta,Nutria Marina1,agua,Nado rápido,Velo agua,"29,5","0,7",Agua 1|Campo,50%|50%,Marrón,314,251,185,240,174,295,0,0,0,0,0,1
419,Floatzel,フローゼル (Floazel),0,Cuarta,Nutria Marina1,agua,Nado rápido,Velo agua,"33,5","1,1",Agua 1|Campo,50%|50%,Marrón,374,339,229,295,218,361,0,0,0,0,0,2
420,Cherubi,チェリンボ (Cherinbo),1,Cuarta,Cereza,planta,Clorofila,,"3,3","0,4",Hada|Planta,50%|50%,Rosa,294,185,207,245,225,185,0,0,0,1,0,0
421,Cherrim,チェリム (Cherrim),0,Cuarta,Floración,planta,Don floral,,"9,3","0,5",Hada|Planta,50%|50%,MoradoFE1|RosaFS,344,240,262,300,280,295,0,0,0,2,0,0
422,Shellos,カラナクシ (Karanakushi),1,Cuarta,Babosa Marina1,agua,Viscosidad|Colector,Poder arena,"6,3","0,3",Agua 1|Amorfo,50%|50%,Morado|Azul2,356,214,214,234,245,183,1,0,0,0,0,0
423,Gastrodon,トリトドン (Tritodon),0,Cuarta,Babosa Marina1,agua|tierra,Viscosidad|Colector,Poder arena,"29,9","0,9",Agua 1|Amorfo,50%|50%,Morado|Azul2,426,291,258,311,289,194,2,0,0,0,0,0
424,Ambipom,エテボース (Eteboth),0,Cuarta,Cola larga,normal,Experto|Recogida,Encadenado,"20,3","1,2",Campo,50%|50%,Morado,354,328,254,240,254,361,0,0,0,0,0,2
425,Drifloon,フワンテ (Fuwante),1,Cuarta,Globo,fantasma|volador,Detonación|Liviano,Ímpetu ardiente,"1,2","0,4",Amorfo,50%|50%,Morado,384,218,183,240,205,262,1,0,0,0,0,0
426,Drifblim,フワライド (Fuwaride),1,Cuarta,Dirigible,fantasma|volador,Detonación|Liviano,Ímpetu ardiente,15,"1,2",Amorfo,50%|50%,Morado,504,284,205,306,227,284,2,0,0,0,0,0
427,Buneary,ミミロル (Mimirol),1,Cuarta,Conejo,normal,Fuga|Zoquete,Flexibilidad,"5,5","0,4",Campo|Humanoide,50%|50%,Marrón,314,254,205,205,232,295,0,0,0,0,0,1
428,Lopunny,ミミロップ (Mimilop),0,Cuarta,Conejo,normal,Gran encanto|Zoquete,Flexibilidad,"33,3","1,2",Campo|Humanoide,50%|50%,Marrón,334,276,293,227,320,339,0,0,0,0,0,2
429,Mismagius,ムウマージ (Mumargi),0,Cuarta,Mágico,fantasma,Levitación,,"4,4","0,9",Amorfo,50%|50%,Morado,324,240,240,339,339,339,0,0,0,1,1,0
430,Honchkrow,ドンカラス (Dongkarasu),0,Cuarta,Gran jefe,siniestro|volador,Insomnio|Afortunado,Autoestima,"27,3","0,9",Volador,50%|50%,Negro,404,383,223,339,223,265,0,2,0,0,0,0
431,Glameow,ニャルマー (Nyarmar),1,Cuarta,Gastuto,normal,Flexibilidad|Ritmo propio,Vista lince,"3,9","0,5",Campo,25%|75%,Gris,302,229,201,201,190,295,0,0,0,0,0,1
432,Purugly,ブニャット (Bunyat),0,Cuarta,Tigre gato,normal,Sebo|Ritmo propio,Competitivo,"43,8",1,Campo,25%|75%,Gris,346,289,249,249,238,355,0,0,0,0,0,2
433,Chingling,リーシャン (Lisyan),1,Cuarta,Cascabel1,psíquico,Levitación,,"0,6","0,2",Desconocido,50%|50%,Amarillo,294,174,218,251,218,207,0,0,0,1,0,0
434,Stunky,スカンプー (Skunpuu),1,Cuarta,Mofeta,veneno|siniestro,Hedor|Detonación,Vista lince,"19,2","0,4",Campo,50%|50%,Morado,330,247,212,199,199,271,0,0,0,0,0,1
435,Skuntank,スカタンク (Skutank),0,Cuarta,Mofeta,veneno|siniestro,Hedor|Detonación,Vista lince,38,1,Campo,50%|50%,Morado,410,313,256,265,243,293,2,0,0,0,0,0
436,Bronzor,ドーミラー (Dohmirror),1,Cuarta,Bronce,acero|psíquico,Levitación|Ignífugo,Metal pesado,"60,5","0,5",Mineral,Sin sexo,Verde,318,161,298,161,298,159,0,0,1,0,0,0
437,Bronzong,ドータクン (Dohtakun),1,Cuarta,Campana Bronce1,acero|psíquico,Levitación|Ignífugo,Metal pesado,187,"1,3",Mineral,Sin sexo,Verde,338,304,364,282,364,181,0,0,1,0,1,0
438,Bonsly,ウソハチ (Usohachi),1,Cuarta,Bonsái,roca,Cabeza roca|Robustez,Cobardía,15,"0,5",Desconocido,50%|50%,Marrón,304,284,317,130,207,130,0,0,1,0,0,0
439,Mime Jr.,マネネ (Manene),1,Cuarta,Mimo,psíquico|hada,Insonorizar|Filtro,Experto,13,"0,6",Desconocido,50%|50%,Rosa,244,163,207,262,306,240,0,0,0,0,1,0
440,Happiny,ピンプク (Pinpuku),1,Cuarta,Casita,normal,Cura natural|Dicha,Compiescolta,"24,4","0,6",Desconocido,0%|100%,Rosa,404,119,119,141,251,174,1,0,0,0,0,0
441,Chatot,ペラップ (Perap),1,Cuarta,Corchea,normal|volador,Vista lince|Tumbos,Sacapecho,"1,9","0,5",Volador,50%|50%,Negro,356,251,207,311,201,309,0,1,0,0,0,0
442,Spiritomb,ミカルゲ (Mikaruge),1,Cuarta,Prohibido,fantasma|siniestro,Presión,Allanamiento,108,1,Amorfo,50%|50%,Morado,304,311,346,311,346,185,0,0,1,0,1,0
443,Gible,フカマル (Fukamaru),1,Cuarta,Terrascualo,dragón|tierra,Velo arena,Piel tosca,"20,5","0,7",Monstruo|Dragón,50%|50%,Azul,320,262,207,196,207,201,0,1,0,0,0,0
444,Gabite,ガバイト (Gabite),1,Cuarta,Cueva,dragón|tierra,Velo arena,Piel tosca,56,"1,4",Monstruo|Dragón,50%|50%,Azul,340,306,251,218,229,289,0,2,0,0,0,0
445,Garchomp,ガブリアス (Gaburias),0,Cuarta,Mach,dragón|tierra,Velo arena,Piel tosca,95,"1,9",Monstruo|Dragón,50%|50%,Azul,420,394,317,284,295,333,0,3,0,0,0,0
446,Munchlax,ゴンベ (Gonbe),1,Cuarta,Comilón,normal,Recogida|Sebo,Gula,105,"0,6",Desconocido,"87,5%|12,5%",Negro,474,295,196,196,295,119,1,0,0,0,0,0
447,Riolu,リオル (Riolu),1,Cuarta,Emanación,lucha,Impasible|Fuerza mental,Bromista,"20,2","0,7",Desconocido,"87,5%|12,5%",Azul,284,262,196,185,196,240,0,1,0,0,0,0
448,Lucario,ルカリオ (Lucario),0,Cuarta,Aura,lucha|acero,Impasible|Fuerza mental,Justiciero,54,"1,2",Campo|Humanoide,"87,5%|12,5%",Azul,344,350,262,361,262,306,0,1,0,1,0,0
449,Hippopotas,ヒポポタス (Hippopotas),1,Cuarta,Hipo,tierra,Chorro arena,Poder arena,"49,5","0,8",Campo,50%|50%,Marrón,340,267,280,192,201,179,0,0,1,0,0,0
450,Hippowdon,カバルドン (Kabaldon),0,Cuarta,Peso pesado,tierra,Chorro arena,Poder arena,300,2,Campo,50%|50%,Marrón,420,355,368,258,267,212,0,0,2,0,0,0
451,Skorupi,スコルピ (Scorpi),1,Cuarta,Escorpión,veneno|bicho,Armadura batalla|Francotirador,Vista lince,12,"0,8",Bicho|Agua 3,50%|50%,Morado,284,218,306,174,229,251,0,0,1,0,0,0
452,Drapion,ドラピオン (Dorapion),0,Cuarta,Escorpiogro,veneno|siniestro,Armadura batalla|Francotirador,Vista lince,"61,5","1,3",Bicho|Agua 3,50%|50%,Morado,344,306,350,240,273,317,0,0,2,0,0,0
453,Croagunk,グレッグル (Gureggru),1,Cuarta,Boca tóxica,veneno|lucha,Anticipación|Piel seca,Toque tóxico,23,"0,7",Humanoide,50%|50%,Azul,300,243,196,243,196,218,0,1,0,0,0,0
454,Toxicroak,ドクロッグ (Dokurog),0,Cuarta,Boca tóxica,veneno|lucha,Anticipación|Piel seca,Toque tóxico,"44,4","1,3",Humanoide,50%|50%,Azul,370,342,251,298,251,295,0,2,0,0,0,0
455,Carnivine,マスキッパ (Muskippa),1,Cuarta,Cazabichos1,planta,Levitación,,27,"1,4",Planta,50%|50%,Verde,352,328,267,306,267,210,0,2,0,0,0,0
456,Finneon,ケイコウオ (Keikouo),1,Cuarta,Pez ala,agua,Nado rápido|Colector,Velo agua,7,"0,4",Agua 2,50%|50%,Azul,302,216,232,216,243,254,0,0,0,0,0,1
457,Lumineon,ネオラント (Neolant),0,Cuarta,Neón,agua,Nado rápido|Colector,Velo agua,24,"1,2",Agua 2,50%|50%,Azul,342,260,276,260,298,309,0,0,0,0,0,2
458,Mantyke,タマンタ (Tamanta),1,Cuarta,Milano,agua|volador,Nado rápido|Absorbe agua,Velo agua,65,1,Desconocido,50%|50%,Azul,294,152,218,240,372,218,0,0,0,0,1,0
459,Snover,ユキカブリ (Yukikaburi),1,Cuarta,Árbol nieve,planta|hielo,Nevada,Insonorizar,"50,5",1,Monstruo|Planta,50%|50%,Blanco,324,245,218,245,240,196,0,1,0,0,0,0
460,Abomasnow,ユキノオー (Yukinooh),1,Cuarta,Árbol nieve,planta|hielo,Nevada,Insonorizar,"135,5","2,2",Monstruo|Planta,50%|50%,Blanco,384,311,273,311,295,240,0,1,0,1,0,0
461,Weavile,マニューラ (Manyula),0,Cuarta,Garra filo,siniestro|hielo,Presión,Hurto,34,"1,1",Campo,50%|50%,Negro,344,372,251,207,295,383,0,1,0,0,0,1
462,Magnezone,ジバコイル (Jibacoil),0,Cuarta,Magnético,eléctrico|acero,Imán|Robustez,Cálculo final,180,"1,2",Mineral,Sin sexo,Gris,344,262,361,394,306,240,0,0,0,3,0,0
463,Lickilicky,ベロベルト (Berobelt),0,Cuarta,Lametazo,normal,Ritmo propio|Despiste,Aclimatación,140,"1,7",Monstruo,50%|50%,Rosa,424,295,317,284,317,218,3,0,0,0,0,0
464,Rhyperior,ドサイドン (Dosidon),0,Cuarta,Taladro,tierra|roca,Pararrayos|Roca sólida,Audaz,"282,8","2,4",Monstruo|Campo,50%|50%,Gris,434,416,394,229,229,196,0,3,0,0,0,0
465,Tangrowth,モジャンボ (Mojanbo),0,Cuarta,Enredadera,planta,Clorofila|Defensa hoja,Regeneración,"128,6",2,Planta,50%|50%,Azul,404,328,383,350,218,218,0,0,2,0,0,0
466,Electivire,エレキブル (Elekibull),0,Cuarta,Rayo,eléctrico,Electromotor,Espíritu vital,"138,6","1,8",Humanoide,75%|25%,Amarillo,354,379,256,317,295,317,0,3,0,0,0,0
467,Magmortar,ブーバーン (Booburn),0,Cuarta,Explosión,fuego,Cuerpo llama,Espíritu vital,68,"1,6",Humanoide,75%|25%,Rojo,354,317,256,383,317,291,0,0,0,3,0,0
468,Togekiss,トゲキッス (Togekiss),0,Cuarta,Festejo,hada|volador,Entusiasmo|Dicha,Afortunado,38,"1,5",Volador|Hada,"87,5%|12,5%",Blanco,374,218,317,372,361,284,0,0,0,2,1,0
469,Yanmega,メガヤンマ (Megayanma),0,Cuarta,Libélula,bicho|volador,Impulso|Cromolente,Cacheo,"51,5","1,9",Bicho,50%|50%,Verde,376,276,298,364,232,317,0,2,0,0,0,0
470,Leafeon,リーフィア (Leafia),1,Cuarta,Verdor,planta,Defensa hoja,Clorofila,"25,5",1,Campo,"87,5%|12,5%",Verde,334,350,394,240,251,317,0,0,2,0,0,0
471,Glaceon,グレイシア (Glacia),1,Cuarta,Nieve Fresca2,hielo,Manto níveo,Gélido,"25,9","0,8",Campo,"87,5%|12,5%",Azul,334,240,350,394,317,251,0,0,0,2,0,0
472,Gliscor,グライオン (Glion),0,Cuarta,Colmicorpio,tierra|volador,Corte fuerte|Velo arena,Antídoto,"42,5",2,Bicho,50%|50%,Morado,354,317,383,207,273,317,0,0,2,0,0,0
473,Mamoswine,マンムー (Manmoo),0,Cuarta,Doscolmillos2,hielo|tierra,Despiste|Manto níveo,Sebo,291,"2,5",Campo,50%|50%,Marrón,424,394,284,262,240,284,0,3,0,0,0,0
474,Porygon-Z,ポリゴンZ (PorygonZ),0,Cuarta,Virtual,normal,Adaptable|Descarga,Cálculo final,34,"0,9",Mineral,Sin sexo,Rojo,374,284,262,405,273,306,0,0,0,3,0,0
475,Gallade,エルレイド (Erulade),0,Cuarta,Cuchilla,psíquico|lucha,Impasible|Cortante2,Justiciero,52,"1,6",Amorfo|Humanoide3,100%|0%,Blanco,340,383,251,251,361,284,0,3,0,0,0,0
476,Probopass,ダイノーズ (Dainose),0,Cuarta,Brújula,roca|acero,Imán|Robustez,Poder arena,340,"1,4",Mineral,50%|50%,Gris,324,229,427,273,438,196,0,0,1,0,2,0
477,Dusknoir,ヨノワール (Yonoir),0,Cuarta,Grilletes,fantasma,Presión,Cacheo2,"106,6","2,2",Amorfo,50%|50%,Negro,294,328,405,251,405,207,0,0,1,0,2,0
478,Froslass,ユキメノコ (Yukimenoko),0,Cuarta,Tierra fría,hielo|fantasma,Manto níveo,Cuerpo maldito,"26,6","1,3",Hada|Mineral,0%|100%,Blanco,344,284,262,284,262,350,0,0,0,0,0,2
479,Rotom,ロトム (Rotom),1,Cuarta,Plasma,eléctrico|fantasma|eléctrico|fuego|eléctrico|agua|eléctrico|hielo|eléctrico|volador|eléctrico|planta,Levitación,,"0,3","0,3",Amorfo,Sin sexo,Rojo,304,218,278,317,278,309,0,0,0,1,0,1
480,Uxie,ユクシー (Yuxie),1,Cuarta,Sabiduría,psíquico,Levitación,,"0,3","0,3",Desconocido,Sin sexo,Amarillo,354,273,394,273,394,317,0,0,2,0,1,0
481,Mesprit,エムリット (Emrit),1,Cuarta,Sensorio,psíquico,Levitación,,"0,3","0,3",Desconocido,Sin sexo,Rosa,364,339,339,339,339,284,0,1,0,1,1,0
482,Azelf,アグノム (Agnome),1,Cuarta,Voluntad,psíquico,Levitación,,"0,3","0,3",Desconocido,Sin sexo,Azul,354,383,262,383,262,361,0,2,0,1,0,0
483,Dialga,ディアルガ (Dialga),1,Cuarta,Temporal,acero|dragón,Presión,Telepatía,"683,0D|850,0FO","5,4D|7,0FO",Desconocido,Sin sexo,Blanco,404,372,372,438,328,306,0,0,0,3,0,0
484,Palkia,パルキア (Palkia),1,Cuarta,Espacial,agua|dragón,Presión,Telepatía,"336,0P|660,0FO","4,2P|6,3FO",Desconocido,Sin sexo,Morado,384,372,328,438,372,328,0,0,0,3,0,0
485,Heatran,ヒードラン (Heatran),1,Cuarta,Domo Lava,fuego|acero,Absorbe fuego,Cuerpo llama,430,"1,7",Desconocido,50%|50%,Marrón,386,306,342,394,342,278,0,0,0,3,0,0
486,Regigigas,レジギガス (Regigigas),1,Cuarta,Colosal,normal,Inicio lento,,420,"3,7",Desconocido,Sin sexo,Blanco,424,460,350,284,350,328,0,3,0,0,0,0
487,Giratina,ギラティナ (Giratina),1,Cuarta,Renegado,fantasma|dragón,PresiónFM|LevitaciónFO,TelepatíaFM,"750,0FM|650,0FO","4,5FM|6,9FO",Desconocido,Sin sexo,Negro,504,328,372,328,372,306,3,0,0,0,0,0
488,Cresselia,クレセリア (Cresselia),1,Cuarta,Lunar,psíquico,Levitación,,"85,6","1,5",Desconocido,0%|100%,Amarillo,444,262,372,273,394,295,0,0,0,0,3,0
489,Phione,フィオネ (Phione),1,Cuarta,Marino,agua,Hidratación,,"3,1","0,4",Agua 1|Hada,Sin sexo,Azul,364,284,284,284,284,284,1,0,0,0,0,0
490,Manaphy,マナフィ (Manaphy),0,Cuarta,Náutico,agua,Hidratación,,"1,4","0,3",Agua 1|Hada,Sin sexo,Azul,404,328,328,328,328,328,3,0,0,0,0,0
491,Darkrai,ダークライ (Darkrai),1,Cuarta,Oscuridad,siniestro,Mal sueño,,"50,5","1,5",Desconocido,Sin sexo,Negro,344,306,306,405,306,383,0,0,0,2,0,1
492,Shaymin,シェイミ (Shaymin),1,Cuarta,Gratitud,planta|planta|volador,Cura naturalFT|DichaFC,,"2,1FT|5,2FC","0,2FT|0,4FC",Desconocido,Sin sexo,Verde,404,328,328,328,328,328,3,0,0,0,0,0
493,Arceus,アルセウス (Arceus),1,Cuarta,Alfa,normal,Multitipo,,320,"3,2",Desconocido,Sin sexo,Blanco2,444,372,372,372,372,372,3,0,0,0,0,0
494,Victini,ビクティニ (Victini),1,Quinta,Victoria,psíquico|fuego,Tinovictoria,,4,"0,4",Desconocido,Sin sexo,Amarillo,404,328,328,328,328,328,3,0,0,0,0,0
495,Snivy,ツタージャ (Tsutarja),1,Quinta,Serp. Hierba1,planta,Espesura,Respondón,"8,1","0,6",Campo|Planta,"87,5%|12,5%",Verde,294,207,229,207,229,247,0,0,0,0,0,1
496,Servine,ジャノビー (Janovy),1,Quinta,Serp. Hierba1,planta,Espesura,Respondón,16,"0,8",Campo|Planta,"87,5%|12,5%",Verde,324,240,273,240,273,291,0,0,0,0,0,2
497,Serperior,ジャローダ (Jalorda),0,Quinta,Realeza,planta,Espesura,Respondón,63,"3,3",Campo|Planta,"87,5%|12,5%",Verde,354,273,317,273,317,357,0,0,0,0,0,3
498,Tepig,ポカブ (Pokabu),1,Quinta,Cerdo fuego,fuego,Mar llamas,Sebo,"9,9","0,5",Campo,"87,5%|12,5%",Rojo,334,247,207,207,207,207,1,0,0,0,0,0
499,Pignite,チャオブー (Chaoboo),1,Quinta,Cerdo fuego,fuego|lucha,Mar llamas,Sebo,"55,5",1,Campo,"87,5%|12,5%",Rojo,384,313,229,262,229,229,0,2,0,0,0,0
500,Emboar,エンブオー (Enbuoh),0,Quinta,Cerdo Ígneo,fuego|lucha,Mar llamas,Audaz,150,"1,6",Campo,"87,5%|12,5%",Rojo,424,379,251,328,251,251,0,3,0,0,0,0
501,Oshawott,ミジュマル (Mijumaru),1,Quinta,Nutria,agua,Torrente,Caparazón,"5,9","0,5",Campo,"87,5%|12,5%",Azul,314,229,207,247,207,207,0,0,0,1,0,0
502,Dewott,フタチマル (Futachimaru),1,Quinta,Superación,agua,Torrente,Caparazón,"24,5","0,8",Campo,"87,5%|12,5%",Azul,354,273,240,291,240,240,0,0,0,2,0,0
503,Samurott,ダイケンキ (Daikenki),0,Quinta,Majestuoso,agua,Torrente,Caparazón,"94,6","1,5",Campo,"87,5%|12,5%",Azul,394,328,295,346,262,262,0,0,0,3,0,0
504,Patrat,ミネズミ (Minezumi),1,Quinta,Explorador,normal,Vista lince|Fuga,Cálculo final,"11,6","0,5",Campo,50%|50%,Marrón,294,229,194,185,194,201,0,1,0,0,0,0
505,Watchog,ミルホッグ (Miruhog),0,Quinta,Alerta,normal,Vista lince|Iluminación,Cálculo final,27,"1,1",Campo,50%|50%,Marrón,324,295,260,240,260,278,0,21,0,0,0,0
506,Lillipup,ヨーテリー (Yorterrie),1,Quinta,Perrito,normal,Espíritu vital|Recogida,Fuga,"4,1","0,4",Campo,50%|50%,Marrón,294,240,207,163,207,229,0,1,0,0,0,0
507,Herdier,ハーデリア (Herderrie),1,Quinta,Leal,normal,Intimidación|Ímpetu arena,Intrépido,"14,7","0,9",Campo,50%|50%,Gris,334,284,251,185,251,240,0,2,0,0,0,0
508,Stoutland,ムーランド (Mooland),0,Quinta,Magnánimo,normal,Intimidación|Ímpetu arena,Intrépido,61,"1,2",Campo,50%|50%,Gris,374,350,306,207,306,284,0,3,0,0,0,0
509,Purrloin,チョロネコ (Choroneko),1,Quinta,Malicioso,siniestro,Flexibilidad|Liviano,Bromista,"10,1","0,4",Campo,50%|50%,Morado,286,218,190,218,190,254,0,0,0,0,0,1
510,Liepard,レパルダス (Lepardas),0,Quinta,Calculador,siniestro,Flexibilidad|Liviano,Bromista,"37,5","1,1",Campo,50%|50%,Morado,332,302,218,302,218,342,0,0,0,0,0,2
511,Pansage,ヤナップ (Yanappu),1,Quinta,Mono hierba,planta,Gula,Espesura,"10,5","0,6",Campo,"87,5%|12,5%",Verde,304,225,214,225,214,249,0,0,0,0,0,1
512,Simisage,ヤナッキー (Yanakkie),0,Quinta,Mono pincho,planta,Gula,Espesura,"30,5","1,1",Campo,"87,5%|12,5%",Verde,354,324,247,324,247,331,0,0,0,0,0,2
513,Pansear,バオップ (Baoppu),1,Quinta,Ardiente,fuego,Gula,Mar llamas,11,"0,6",Campo,"87,5%|12,5%",Rojo,304,225,214,225,214,249,0,0,0,0,0,1
514,Simisear,バオッキー (Baokkie),0,Quinta,Lumbre,fuego,Gula,Mar llamas,28,1,Campo,"87,5%|12,5%",Rojo,354,324,247,324,247,331,0,0,0,0,0,2
515,Panpour,ヒヤップ (Hiyappu),1,Quinta,Salpicadura,agua,Gula,Torrente,"13,5","0,6",Campo,"87,5%|12,5%",Azul,304,225,214,225,214,249,0,0,0,0,0,1
516,Simipour,ヒヤッキー (Hiyakkie),0,Quinta,Drenaje,agua,Gula,Torrente,29,1,Campo,"87,5%|12,5%",Azul,354,324,247,324,247,331,0,0,0,0,0,2
517,Munna,ムンナ (Munna),1,Quinta,Comesueños,psíquico,Alerta|Sincronía,Telepatía,"23,3","0,6",Campo,50%|50%,Rosa,356,163,207,256,229,161,1,0,0,0,0,0
518,Musharna,ムシャーナ (Musharna),0,Quinta,Duermevela,psíquico,Alerta|Sincronía,Telepatía,"60,5","1,1",Campo,50%|50%,Rosa,436,229,295,344,317,172,2,0,0,0,0,0
519,Pidove,マメパト (Mamepato),1,Quinta,Pichón,normal|volador,Sacapecho|Afortunado,Rivalidad,"2,1","0,3",Volador,50%|50%,Gris,304,229,218,188,174,203,0,1,0,0,0,0
520,Tranquill,ハトーボー (Hatoboh),1,Quinta,Torcaz,normal|volador,Sacapecho|Afortunado,Rivalidad,15,"0,6",Volador,50%|50%,Gris,328,278,245,218,201,251,0,2,0,0,0,0
521,Unfezant,ケンホロウ (Kenhallow),0,Quinta,Altanero,normal|volador,Sacapecho|Afortunado,Rivalidad,29,"1,2",Volador,50%|50%,Gris,364,339,284,251,229,313,0,3,0,0,0,0
522,Blitzle,シママ (Shimama),1,Quinta,Electrizado,eléctrico,Pararrayos|Electromotor,Herbívoro,"29,8","0,8",Campo,50%|50%,Negro,294,240,179,218,179,276,0,0,0,0,0,1
523,Zebstrika,ゼブライカ (Zebraika),0,Quinta,Rayo,eléctrico,Pararrayos|Electromotor,Herbívoro,"79,5","1,6",Campo,50%|50%,Negro,354,328,247,284,247,364,0,0,0,0,0,2
524,Roggenrola,ダンゴロ (Dangoro),1,Quinta,Manto,roca,Robustez|Armadura frágil1,Poder arena,18,"0,4",Mineral,50%|50%,Azul,314,273,295,163,163,141,0,0,1,0,0,0
525,Boldore,ガントル (Gantle),1,Quinta,Mineral,roca,Robustez|Armadura frágil1,Poder arena,102,"0,9",Mineral,50%|50%,Azul,344,339,339,218,196,152,0,1,1,0,0,0
526,Gigalith,ギガイアス (Gigaiath),0,Quinta,Presurizado,roca,Robustez|Chorro arena1,Poder arena,260,"1,7",Mineral,50%|50%,Azul,374,405,394,240,284,163,0,3,0,0,0,0
527,Woobat,コロモリ (Koromori),1,Quinta,Murciélago,psíquico|volador,Ignorante|Zoquete,Simple,"2,1","0,4",Campo|Volador,50%|50%,Azul,334,207,203,229,203,267,0,0,0,0,0,1
528,Swoobat,ココロモリ (Kokoromori),0,Quinta,Galante,psíquico|volador,Ignorante|Zoquete,Simple,"10,5","0,9",Campo|Volador,50%|50%,Azul,338,234,229,278,229,359,0,0,0,0,0,2
